Gene loci,Bprom,DeepTFactor
BPSL2241, Number of predicted promoters -2,False
BPSL2242, Number of predicted promoters -1,False
BPSL2243, Number of predicted promoters -1,False
BPSL2244, Number of predicted promoters -2,False
BPSL2245, Number of predicted promoters -2,False
BPSL2246, Number of predicted promoters -1,False
BPSL2247, Number of predicted promoters -1,False
BPSL2248, Number of predicted promoters -0,False
BPSL2249, Number of predicted promoters -0,False
BPS_RS12025, Number of predicted promoters -1,False
BPSL2250, Number of predicted promoters -1,False
BPSL2251, Number of predicted promoters -1,False
BPS_RS12040, Number of predicted promoters -1,False
BPSL2252, Number of predicted promoters -2,False
BPSL2253, Number of predicted promoters -1,False
BPSL2254, Number of predicted promoters -1,False
BPSL2255, Number of predicted promoters -2,False
BPSL2256, Number of predicted promoters -0,False
BPSL2257, Number of predicted promoters -0,False
BPSL2258, Number of predicted promoters -2,False
BPSL2259, Number of predicted promoters -0,False
BPSL2260, Number of predicted promoters -0,False
BPSL2261, Number of predicted promoters -1,False
BPSL2262, Number of predicted promoters -0,False
BPSL2263, Number of predicted promoters -1,False
BPSL2264, Number of predicted promoters -1,False
BPSL2265, Number of predicted promoters -0,False
BPSL2266, Number of predicted promoters -0,False
BPSL2267, Number of predicted promoters -0,False
BPSL2268, Number of predicted promoters -0,False
BPSL2269, Number of predicted promoters -1,False
BPSL2270, Number of predicted promoters -1,False
BPSL2271, Number of predicted promoters -0,False
BPSL2272, Number of predicted promoters -1,False
BPSL2273, Number of predicted promoters -0,False
BPSL2274, Number of predicted promoters -2,False
BPSL2275, Number of predicted promoters -0,False
BPSL2276, Number of predicted promoters -0,False
BPSL2277, Number of predicted promoters -2,False
BPSL2278, Number of predicted promoters -1,False
BPSL2279, Number of predicted promoters -0,False
BPSL2280, Number of predicted promoters -1,False
BPSL2281, Number of predicted promoters -2,False
BPSL2282, Number of predicted promoters -1,False
BPSL2283, Number of predicted promoters -1,False
BPSL2284, Number of predicted promoters -0,False
BPSL2285, Number of predicted promoters -1,False
BPSL2286, Number of predicted promoters -0,False
BPSL2287, Number of predicted promoters -1,False
BPSL2288, Number of predicted promoters -0,False
BPSL2289, Number of predicted promoters -0,False
BPSL2290, Number of predicted promoters -2,True
BPSL2291, Number of predicted promoters -1,False
BPSL2292, Number of predicted promoters -1,False
BPSL2293, Number of predicted promoters -0,False
BPSL2294, Number of predicted promoters -1,False
BPSL2295, Number of predicted promoters -1,True
BPSL2296, Number of predicted promoters -3,False
BPSL2297, Number of predicted promoters -1,False
BPSL2298, Number of predicted promoters -1,False
BPSL2299, Number of predicted promoters -1,False
BPSL2300, Number of predicted promoters -1,False
BPSL2301, Number of predicted promoters -2,False
BPS_RS12300, Number of predicted promoters -0,False
BPSL2302, Number of predicted promoters -3,False
BPSL2303, Number of predicted promoters -0,True
BPSL2304, Number of predicted promoters -1,False
BPSL2305, Number of predicted promoters -2,False
BPSL2306, Number of predicted promoters -1,False
BPSL2307, Number of predicted promoters -3,False
BPSL2308, Number of predicted promoters -2,False
BPSL2309, Number of predicted promoters -2,False
BPSL2310, Number of predicted promoters -1,False
BPSL2311, Number of predicted promoters -0,False
BPSL2312, Number of predicted promoters -1,False
BPSL2313, Number of predicted promoters -1,False
BPSL2314, Number of predicted promoters -0,True
BPSL2315, Number of predicted promoters -1,False
BPSL2316, Number of predicted promoters -1,True
BPSL2317, Number of predicted promoters -0,False
BPSL2318, Number of predicted promoters -1,False
BPSL2319, Number of predicted promoters -1,False
BPSL2320, Number of predicted promoters -2,False
BPSL2321, Number of predicted promoters -2,False
BPSL2322, Number of predicted promoters -0,False
BPSL2323, Number of predicted promoters -1,False
BPSL2324, Number of predicted promoters -3,False
BPSL2325, Number of predicted promoters -2,False
BPSL2326, Number of predicted promoters -1,False
BPSL2327, Number of predicted promoters -0,False
BPSL2328, Number of predicted promoters -0,False
BPSL2329, Number of predicted promoters -1,False
BPSL2330, Number of predicted promoters -1,True
BPSL2331, Number of predicted promoters -1,True
BPSL2332, Number of predicted promoters -3,True
BPSL2333, Number of predicted promoters -1,False
BPSL2334, Number of predicted promoters -1,False
BPSL2335, Number of predicted promoters -1,False
BPSL2336, Number of predicted promoters -2,False
BPSL2337, Number of predicted promoters -0,False
BPS_RS31820, Number of predicted promoters -0,False
BPSL2338, Number of predicted promoters -1,False
BPSL2339, Number of predicted promoters -0,False
BPSL2340, Number of predicted promoters -0,False
BPSL2341, Number of predicted promoters -0,False
BPSL2342, Number of predicted promoters -1,False
BPSL2343, Number of predicted promoters -0,True
BPSL2344, Number of predicted promoters -2,False
BPSL2345, Number of predicted promoters -0,False
BPSL2346, Number of predicted promoters -0,False
BPSL2347, Number of predicted promoters -0,True
BPS_RS12555, Number of predicted promoters -1,False
BPSL2348, Number of predicted promoters -2,False
BPSL2349, Number of predicted promoters -0,False
BPSL2350, Number of predicted promoters -2,False
BPSL2351, Number of predicted promoters -2,False
BPSL2352, Number of predicted promoters -0,pseudogene
BPSL2354, Number of predicted promoters -1,False
BPSL2355, Number of predicted promoters -3,False
BPSL2356, Number of predicted promoters -3,False
BPSL2357, Number of predicted promoters -1,False
BPSL2358, Number of predicted promoters -1,False
BPSL2359, Number of predicted promoters -1,False
BPSL2360, Number of predicted promoters -1,False
BPSL2361, Number of predicted promoters -1,False
BPSL2362, Number of predicted promoters -0,False
BPSL2363, Number of predicted promoters -1,False
BPSL2364, Number of predicted promoters -0,False
BPSL2365, Number of predicted promoters -0,True
BPSL2366, Number of predicted promoters -1,False
BPSL2367, Number of predicted promoters -1,False
BPS_RS12660, Number of predicted promoters -1,False
BPSL2368, Number of predicted promoters -1,False
BPSL2369, Number of predicted promoters -1,False
BPSL2370, Number of predicted promoters -0,False
BPSL2371, Number of predicted promoters -0,False
BPSL2372, Number of predicted promoters -0,False
BPSL2373, Number of predicted promoters -0,False
BPSL2374, Number of predicted promoters -0,False
BPSL2375, Number of predicted promoters -2,False
BPSL2376, Number of predicted promoters -1,True
BPSL2377, Number of predicted promoters -1,False
BPSL2378, Number of predicted promoters -1,False
BPSL2379, Number of predicted promoters -3,False
BPSL2380, Number of predicted promoters -1,False
BPSL2381, Number of predicted promoters -1,False
BPSL2382, Number of predicted promoters -1,False
BPSL2383, Number of predicted promoters -1,False
BPSL2384, Number of predicted promoters -0,False
BPSL2385, Number of predicted promoters -0,False
BPSL2386, Number of predicted promoters -0,False
BPSL2387, Number of predicted promoters -0,False
BPSL2388, Number of predicted promoters -1,False
BPSL2389, Number of predicted promoters -0,False
BPSL2390, Number of predicted promoters -1,False
BPS_RS12785, Number of predicted promoters -1,False
BPS_RS12790, Number of predicted promoters -1,False
BPSL2391, Number of predicted promoters -1,True
BPSL2392, Number of predicted promoters -1,False
BPSL2393, Number of predicted promoters -3,False
BPSL2394, Number of predicted promoters -2,False
BPSL2395, Number of predicted promoters -1,False
BPSL2396, Number of predicted promoters -0,False
BPSL2397, Number of predicted promoters -0,False
BPSL2398, Number of predicted promoters -1,False
BPSL2399, Number of predicted promoters -1,False
BPSL2400, Number of predicted promoters -1,False
BPSL2401, Number of predicted promoters -2,False
BPS_RS12850, Number of predicted promoters -0,False
BPSL2402, Number of predicted promoters -1,False
BPSL2403, Number of predicted promoters -1,False
BPSL2404, Number of predicted promoters -0,False
BPSL2405, Number of predicted promoters -0,False
BPSL2406, Number of predicted promoters -1,False
BPSL2407, Number of predicted promoters -1,False
BPSL2408, Number of predicted promoters -2,False
BPSL2409, Number of predicted promoters -2,False
BPSL2410, Number of predicted promoters -1,False
BPSL2411, Number of predicted promoters -1,False
BPS_RS12905, Number of predicted promoters -0,False
BPSL2412, Number of predicted promoters -1,False
BPSL2413, Number of predicted promoters -0,False
BPSL2414, Number of predicted promoters -0,False
BPSL2415, Number of predicted promoters -1,False
BPSL2416, Number of predicted promoters -0,False
BPSL2417, Number of predicted promoters -1,True
BPSL2418, Number of predicted promoters -0,False
BPSL2419, Number of predicted promoters -2,False
BPSL2420, Number of predicted promoters -2,False
BPSL2421, Number of predicted promoters -0,False
BPSL2422, Number of predicted promoters -1,False
BPSL2423, Number of predicted promoters -2,True
BPSL2424, Number of predicted promoters -0,False
BPSL2425, Number of predicted promoters -0,False
BPSL2426, Number of predicted promoters -0,False
BPSL2427, Number of predicted promoters -1,False
BPSL2428, Number of predicted promoters -1,False
BPSL2429, Number of predicted promoters -2,False
BPSL2430, Number of predicted promoters -2,False
BPSL2431, Number of predicted promoters -2,False
BPSL2432, Number of predicted promoters -0,False
BPSL2433, Number of predicted promoters -1,False
BPSL2434, Number of predicted promoters -0,False
BPSL2435, Number of predicted promoters -0,False
BPSL2436, Number of predicted promoters -2,True
BPSL2437, Number of predicted promoters -0,False
BPSL2438, Number of predicted promoters -2,False
BPSL2439, Number of predicted promoters -1,False
BPSL2440, Number of predicted promoters -0,False
BPSL2441, Number of predicted promoters -1,False
BPSL2442, Number of predicted promoters -1,False
BPSL2443, Number of predicted promoters -2,False
BPSL2444, Number of predicted promoters -1,False
BPSL2445, Number of predicted promoters -1,False
BPSL2446, Number of predicted promoters -1,False
BPSL2447, Number of predicted promoters -1,False
BPSL2448, Number of predicted promoters -0,False
BPSL2449, Number of predicted promoters -1,False
BPSL2450, Number of predicted promoters -0,False
BPSL2451, Number of predicted promoters -1,False
BPSL2452, Number of predicted promoters -0,False
BPSL2453, Number of predicted promoters -1,False
BPSL2454, Number of predicted promoters -1,False
BPSL2455, Number of predicted promoters -0,False
BPSL2456, Number of predicted promoters -0,False
BPSL2457, Number of predicted promoters -0,False
BPSL2458, Number of predicted promoters -0,False
BPSL2459, Number of predicted promoters -0,False
BPSL2460, Number of predicted promoters -2,False
BPSL2461, Number of predicted promoters -1,False
BPSL2462, Number of predicted promoters -2,False
BPSL2463, Number of predicted promoters -1,False
BPSL2464, Number of predicted promoters -0,False
BPS_RS13205, Number of predicted promoters -0,pseudogene
BPSL2465, Number of predicted promoters -0,False
BPSL2466, Number of predicted promoters -1,False
BPSL2467, Number of predicted promoters -1,False
BPSL2468, Number of predicted promoters -1,False
BPS_RS13230, Number of predicted promoters -1,False
BPSL2469, Number of predicted promoters -1,False
BPSL2470, Number of predicted promoters -1,False
BPSL2470A, Number of predicted promoters -1,False
BPSL2471, Number of predicted promoters -0,True
BPSL2472, Number of predicted promoters -1,False
BPSL2473, Number of predicted promoters -1,False
BPSL2474, Number of predicted promoters -2,True
BPS_RS13280, Number of predicted promoters -0,False
BPS_RS31825, Number of predicted promoters -0,False
BPSL2474B, Number of predicted promoters -1,False
BPSL2475, Number of predicted promoters -1,True
BPSL2476, Number of predicted promoters -1,False
BPSL2477, Number of predicted promoters -3,False
BPSL2478, Number of predicted promoters -1,False
BPSL2479, Number of predicted promoters -1,False
BPSL2480, Number of predicted promoters -0,False
BPSL2481, Number of predicted promoters -1,False
BPSL2482, Number of predicted promoters -1,False
BPSL2483, Number of predicted promoters -2,False
BPSL2484, Number of predicted promoters -0,False
BPSL2485, Number of predicted promoters -1,False
BPSL2486, Number of predicted promoters -2,False
BPSL2487, Number of predicted promoters -0,False
BPSL2488, Number of predicted promoters -2,False
BPSL2489, Number of predicted promoters -0,False
BPSL2490, Number of predicted promoters -1,False
BPSL2491, Number of predicted promoters -0,False
BPSL2492, Number of predicted promoters -1,False
BPSL2493, Number of predicted promoters -1,False
BPSL2494, Number of predicted promoters -1,False
BPSL2495, Number of predicted promoters -2,False
BPSL2496, Number of predicted promoters -1,True
BPSL2497, Number of predicted promoters -1,False
BPSL2498, Number of predicted promoters -0,False
BPSL2499, Number of predicted promoters -2,False
BPSL2500, Number of predicted promoters -1,False
BPSL2501, Number of predicted promoters -1,False
BPSL2502, Number of predicted promoters -1,False
BPSL2503, Number of predicted promoters -1,False
BPSL2504, Number of predicted promoters -0,False
BPSL2505, Number of predicted promoters -0,False
BPSL2506, Number of predicted promoters -2,False
BPSL2507, Number of predicted promoters -1,False
BPSL2508, Number of predicted promoters -1,False
BPSL2509, Number of predicted promoters -1,False
BPSL2510, Number of predicted promoters -0,False
BPSL2511, Number of predicted promoters -1,False
BPSL2512, Number of predicted promoters -1,False
BPS_RS13485, Number of predicted promoters -1,False
BPSL2514, Number of predicted promoters -1,True
BPSL2515, Number of predicted promoters -1,False
BPSL2516, Number of predicted promoters -2,False
BPSL2517, Number of predicted promoters -1,False
BPSL2518, Number of predicted promoters -0,False
BPSL2519, Number of predicted promoters -2,False
BPSL2520, Number of predicted promoters -1,False
BPSL2521, Number of predicted promoters -4,False
BPSL2522, Number of predicted promoters -1,False
BPSL2523, Number of predicted promoters -2,False
BPSL2524, Number of predicted promoters -0,False
BPSL2525, Number of predicted promoters -0,False
BPSL2526, Number of predicted promoters -1,False
BPSL2527, Number of predicted promoters -1,False
BPSL2528, Number of predicted promoters -1,False
BPSL2529, Number of predicted promoters -0,False
BPSL2530, Number of predicted promoters -0,False
BPSL2531, Number of predicted promoters -1,False
BPSL2532, Number of predicted promoters -2,False
BPSL2533, Number of predicted promoters -1,False
BPSL2534, Number of predicted promoters -1,False
BPS_RS13600, Number of predicted promoters -1,False
BPSL2535, Number of predicted promoters -3,False
BPSL2536, Number of predicted promoters -1,False
BPSL2537, Number of predicted promoters -1,False
BPSL2538, Number of predicted promoters -0,False
BPSL2539, Number of predicted promoters -0,False
BPSL2540, Number of predicted promoters -1,False
BPSL2541, Number of predicted promoters -0,False
BPSL2542, Number of predicted promoters -1,False
BPSL2543, Number of predicted promoters -1,False
BPS_RS13655, Number of predicted promoters -0,False
BPSL2544, Number of predicted promoters -3,False
BPSL2545, Number of predicted promoters -1,False
BPSL2546, Number of predicted promoters -1,True
BPSL2547, Number of predicted promoters -2,False
BPSL2548, Number of predicted promoters -0,False
BPS_RS13690, Number of predicted promoters -0,False
BPSL2550, Number of predicted promoters -0,False
BPSL2551, Number of predicted promoters -0,False
BPSL2552, Number of predicted promoters -3,False
BPSL2553, Number of predicted promoters -2,False
BPSL2554, Number of predicted promoters -1,False
BPS_RS31830, Number of predicted promoters -1,False
BPSL2555, Number of predicted promoters -1,False
BPSL2556, Number of predicted promoters -2,False
BPSL2557, Number of predicted promoters -1,True
BPSL2558, Number of predicted promoters -0,False
BPSL2559, Number of predicted promoters -0,False
BPSL2560, Number of predicted promoters -1,True
BPSL2561, Number of predicted promoters -2,False
BPSL2562, Number of predicted promoters -1,True
BPSL2563, Number of predicted promoters -0,False
BPSL2564, Number of predicted promoters -0,False
BPSL2565, Number of predicted promoters -2,False
BPSL2566, Number of predicted promoters -0,False
BPSL2567, Number of predicted promoters -1,False
BPS_RS13800, Number of predicted promoters -1,False
BPSL2568, Number of predicted promoters -1,False
BPSL2569, Number of predicted promoters -0,False
BPSL2570, Number of predicted promoters -1,False
BPSL2571, Number of predicted promoters -1,False
BPSL2572, Number of predicted promoters -0,True
BPSL2573, Number of predicted promoters -0,False
BPSL2574, Number of predicted promoters -1,False
BPSL2575, Number of predicted promoters -0,False
BPSL2576, Number of predicted promoters -0,False
BPSL2577, Number of predicted promoters -0,False
BPSL2578, Number of predicted promoters -0,False
BPS_RS13860, Number of predicted promoters -1,False
BPSL2580, Number of predicted promoters -0,False
BPSL2581, Number of predicted promoters -1,False
BPSL2582, Number of predicted promoters -1,False
BPSL2583, Number of predicted promoters -0,False
BPSL2584, Number of predicted promoters -1,False
BPSL2585, Number of predicted promoters -1,False
BPSL2586, Number of predicted promoters -1,False
BPS_RS13900, Number of predicted promoters -0,False
BPS_RS13905, Number of predicted promoters -0,False
BPS_RS13910, Number of predicted promoters -1,False
BPSL2589, Number of predicted promoters -1,False
BPSL2590, Number of predicted promoters -1,False
BPSL2591, Number of predicted promoters -1,False
BPSL2592, Number of predicted promoters -2,False
BPSL2593, Number of predicted promoters -2,False
BPSL2594, Number of predicted promoters -1,False
BPSL2595, Number of predicted promoters -0,False
BPSL2596, Number of predicted promoters -1,False
BPSL2597, Number of predicted promoters -1,False
BPSL2598, Number of predicted promoters -1,False
BPSL2599, Number of predicted promoters -1,False
BPSL2600, Number of predicted promoters -1,False
BPSL2601, Number of predicted promoters -0,False
BPSL2602, Number of predicted promoters -1,False
BPSL2603, Number of predicted promoters -0,False
BPSL2604, Number of predicted promoters -1,False
BPSL2605, Number of predicted promoters -1,False
BPSL2606, Number of predicted promoters -0,False
BPSL2607, Number of predicted promoters -0,False
BPSL2608, Number of predicted promoters -0,False
BPSL2609, Number of predicted promoters -1,False
BPSL2610, Number of predicted promoters -0,False
BPSL2611, Number of predicted promoters -0,False
BPSL2612, Number of predicted promoters -1,False
BPSL2613, Number of predicted promoters -1,False
BPSL2614, Number of predicted promoters -0,True
BPSL2615, Number of predicted promoters -0,False
BPSL2616, Number of predicted promoters -1,False
BPSL2617, Number of predicted promoters -0,False
BPSL2618, Number of predicted promoters -0,False
BPSL2619, Number of predicted promoters -0,False
BPSL2620, Number of predicted promoters -2,False
BPSL2621, Number of predicted promoters -1,False
BPSL2622, Number of predicted promoters -1,False
BPSL2623, Number of predicted promoters -2,False
BPSL2624, Number of predicted promoters -0,False
BPSL2625, Number of predicted promoters -0,False
BPSL2626, Number of predicted promoters -1,False
BPSL2627, Number of predicted promoters -1,False
BPSL2628, Number of predicted promoters -0,False
BPSL2629, Number of predicted promoters -1,False
BPSL2630, Number of predicted promoters -0,False
BPSL2631, Number of predicted promoters -1,False
BPSL2632, Number of predicted promoters -1,False
BPSL2633, Number of predicted promoters -2,False
BPSL2634, Number of predicted promoters -0,False
BPSL2635, Number of predicted promoters -0,False
BPSL2636, Number of predicted promoters -0,False
BPSL2637, Number of predicted promoters -1,False
BPSL2638, Number of predicted promoters -1,False
BPSL2639, Number of predicted promoters -3,False
BPSL2640, Number of predicted promoters -1,False
BPSL2641, Number of predicted promoters -1,False
BPSL2642, Number of predicted promoters -0,False
BPSL2643, Number of predicted promoters -1,False
BPSL2644, Number of predicted promoters -1,False
BPSL2645, Number of predicted promoters -1,False
BPS_RS14220, Number of predicted promoters -1,False
BPSL2646, Number of predicted promoters -1,False
BPSL2647, Number of predicted promoters -0,False
BPSL2648, Number of predicted promoters -1,False
BPSL2649, Number of predicted promoters -0,False
BPSL2650, Number of predicted promoters -0,False
BPSL2651, Number of predicted promoters -1,False
BPSL2652, Number of predicted promoters -0,False
BPSL2653, Number of predicted promoters -1,False
BPSL2654, Number of predicted promoters -1,False
BPSL2655, Number of predicted promoters -1,False
BPSL2656, Number of predicted promoters -0,False
BPSL2657, Number of predicted promoters -1,False
BPSL2658, Number of predicted promoters -0,False
BPSL2659, Number of predicted promoters -0,False
BPSL2660, Number of predicted promoters -1,False
BPSL2661, Number of predicted promoters -0,False
BPSL2662, Number of predicted promoters -1,False
BPSL2663, Number of predicted promoters -1,False
BPSL2664, Number of predicted promoters -1,False
BPSL2665, Number of predicted promoters -2,False
BPSL2666, Number of predicted promoters -3,False
BPSL2667, Number of predicted promoters -2,False
BPSL2668, Number of predicted promoters -1,False
BPSL2669, Number of predicted promoters -1,False
BPSL2670, Number of predicted promoters -1,False
BPSL2671, Number of predicted promoters -2,False
BPSL2672, Number of predicted promoters -2,False
BPSL2673, Number of predicted promoters -2,False
BPSL2674, Number of predicted promoters -2,False
BPSL2675, Number of predicted promoters -1,False
BPSL2676, Number of predicted promoters -4,False
BPSL2677, Number of predicted promoters -4,False
BPSL2678, Number of predicted promoters -1,False
BPSL2679, Number of predicted promoters -2,False
BPSL2680, Number of predicted promoters -3,False
BPSL2681, Number of predicted promoters -3,False
BPSL2682, Number of predicted promoters -3,False
BPSL2683, Number of predicted promoters -1,False
BPSL2684, Number of predicted promoters -1,False
BPSL2685, Number of predicted promoters -1,False
BPSL2686, Number of predicted promoters -1,False
BPSL2687, Number of predicted promoters -1,False
BPSL2688, Number of predicted promoters -1,False
BPSL2689, Number of predicted promoters -1,False
BPSL2690, Number of predicted promoters -1,False
BPSL2691, Number of predicted promoters -0,False
BPSL2692, Number of predicted promoters -0,False
BPSL2693, Number of predicted promoters -1,False
BPSL2694, Number of predicted promoters -1,False
BPS_RS32100, Number of predicted promoters -0,False
BPSL2695, Number of predicted promoters -1,False
BPSL2696, Number of predicted promoters -0,False
BPSL2697, Number of predicted promoters -0,False
BPSL2698, Number of predicted promoters -1,False
BPSL2699, Number of predicted promoters -1,False
BPS_RS14500, Number of predicted promoters -1,False
BPS_RS31840, Number of predicted promoters -1,False
BPS_RS31845, Number of predicted promoters -1,False
BPSL2700, Number of predicted promoters -1,True
BPSL2701, Number of predicted promoters -0,False
BPSL2702, Number of predicted promoters -1,False
BPSL2703, Number of predicted promoters -1,False
BPSL2704, Number of predicted promoters -0,False
BPSL2705, Number of predicted promoters -1,False
BPSL2706, Number of predicted promoters -0,False
BPSL2707, Number of predicted promoters -0,True
BPSL2708, Number of predicted promoters -1,False
BPSL2709, Number of predicted promoters -1,True
BPSL2710, Number of predicted promoters -1,False
BPSL2711, Number of predicted promoters -0,False
BPSL2712, Number of predicted promoters -2,False
BPSL2713, Number of predicted promoters -1,False
BPSL2714, Number of predicted promoters -1,False
BPSL2715, Number of predicted promoters -3,False
BPSL2716, Number of predicted promoters -1,False
BPSL2717, Number of predicted promoters -0,False
BPSL2718, Number of predicted promoters -1,False
BPSL2719, Number of predicted promoters -1,False
BPSL2720, Number of predicted promoters -0,True
BPSL2721, Number of predicted promoters -0,False
BPSL2722, Number of predicted promoters -0,False
BPSL2723, Number of predicted promoters -0,False
BPSL2724, Number of predicted promoters -0,False
BPSL2725, Number of predicted promoters -1,False
BPSL2726, Number of predicted promoters -1,False
BPSL2727, Number of predicted promoters -0,False
BPSL2728, Number of predicted promoters -1,False
BPS_RS14655, Number of predicted promoters -0,False
BPSL2729, Number of predicted promoters -2,False
BPS_RS14665, Number of predicted promoters -0,False
BPSL2730, Number of predicted promoters -1,False
BPSL2731, Number of predicted promoters -1,True
BPSL2732, Number of predicted promoters -1,False
BPS_RS14685, Number of predicted promoters -1,False
BPSL2733, Number of predicted promoters -1,True
BPSL2734, Number of predicted promoters -1,False
BPSL2735, Number of predicted promoters -1,False
BPSL2736, Number of predicted promoters -2,False
BPSL2737, Number of predicted promoters -2,False
BPSL2738, Number of predicted promoters -0,False
BPSL2739, Number of predicted promoters -1,False
BPSL2740, Number of predicted promoters -0,False
BPSL2741, Number of predicted promoters -0,False
BPSL2742, Number of predicted promoters -0,False
BPSL2743, Number of predicted promoters -1,False
BPSL2744, Number of predicted promoters -1,False
BPSL2745, Number of predicted promoters -1,False
BPSL2746, Number of predicted promoters -1,True
BPSL2747, Number of predicted promoters -1,False
BPS_RS14765, Number of predicted promoters -0,False
BPSL2748, Number of predicted promoters -1,False
BPSL2749, Number of predicted promoters -0,False
BPSL2750, Number of predicted promoters -0,False
BPSL2751, Number of predicted promoters -0,False
BPSL2752, Number of predicted promoters -1,False
BPSL2753, Number of predicted promoters -0,False
BPSL2754, Number of predicted promoters -1,False
BPSL2755, Number of predicted promoters -0,False
BPSL2756, Number of predicted promoters -1,False
BPSL2757, Number of predicted promoters -0,True
BPSL2758, Number of predicted promoters -1,False
BPSL2759, Number of predicted promoters -1,False
BPSL2760, Number of predicted promoters -1,False
BPSL2761, Number of predicted promoters -1,False
BPSL2762, Number of predicted promoters -1,False
BPSL2763, Number of predicted promoters -0,False
BPSL2764, Number of predicted promoters -2,False
BPSL2765, Number of predicted promoters -0,False
BPSL2766, Number of predicted promoters -0,False
BPSL2767, Number of predicted promoters -0,False
BPSL2769, Number of predicted promoters -1,False
BPSL2770, Number of predicted promoters -0,False
BPSL2771, Number of predicted promoters -0,False
BPSL2772, Number of predicted promoters -0,False
BPSL2773, Number of predicted promoters -1,False
BPSL2774, Number of predicted promoters -2,False
BPSL2775, Number of predicted promoters -0,False
BPSL2776, Number of predicted promoters -1,False
BPSL2777, Number of predicted promoters -1,False
BPSL2778, Number of predicted promoters -0,False
BPSL2779, Number of predicted promoters -0,False
BPSL2780, Number of predicted promoters -1,False
BPSL2781, Number of predicted promoters -1,False
BPSL2782, Number of predicted promoters -1,True
BPS_RS32105, Number of predicted promoters -1,False
BPSL2783, Number of predicted promoters -2,False
BPSL2784, Number of predicted promoters -1,False
BPSL2785, Number of predicted promoters -1,False
BPSL2786, Number of predicted promoters -0,False
BPSL2787, Number of predicted promoters -1,False
BPSL2788, Number of predicted promoters -0,False
BPSL2789, Number of predicted promoters -4,False
BPSL2790, Number of predicted promoters -4,False
BPSL2791, Number of predicted promoters -1,False
BPSL2792, Number of predicted promoters -3,False
BPSL2793, Number of predicted promoters -1,False
BPSL2794, Number of predicted promoters -1,False
BPSL2795, Number of predicted promoters -2,False
BPSL2796, Number of predicted promoters -2,False
BPSL2797, Number of predicted promoters -2,False
BPSL2798, Number of predicted promoters -3,False
BPSL2799, Number of predicted promoters -2,False
BPSL2800, Number of predicted promoters -3,False
BPSL2801, Number of predicted promoters -3,False
BPSL2802, Number of predicted promoters -3,False
BPSL2803, Number of predicted promoters -4,False
BPSL2804, Number of predicted promoters -2,False
BPSL2805, Number of predicted promoters -2,False
BPSL2806, Number of predicted promoters -3,False
BPSL2807, Number of predicted promoters -4,False
BPSL2808, Number of predicted promoters -2,False
BPSL2809, Number of predicted promoters -2,False
BPSL2810, Number of predicted promoters -1,False
BPSL2811, Number of predicted promoters -1,False
BPSL2812, Number of predicted promoters -1,False
BPSL2813, Number of predicted promoters -1,False
BPSL2814, Number of predicted promoters -1,False
BPSL2815, Number of predicted promoters -0,False
BPSL2816, Number of predicted promoters -0,False
BPSL2817, Number of predicted promoters -2,False
BPSL2818, Number of predicted promoters -1,False
BPSL2819, Number of predicted promoters -0,False
BPSL2820, Number of predicted promoters -2,False
BPSL2821, Number of predicted promoters -2,False
BPSL2822, Number of predicted promoters -1,False
BPSL2823, Number of predicted promoters -0,False
BPSL2824, Number of predicted promoters -0,False
BPSL2825, Number of predicted promoters -0,False
BPSL2826, Number of predicted promoters -1,False
BPSL2827, Number of predicted promoters -2,False
BPSL2828, Number of predicted promoters -0,False
BPSL2829, Number of predicted promoters -1,False
BPS_RS31850, Number of predicted promoters -1,False
BPSL2830, Number of predicted promoters -0,False
BPSL2831, Number of predicted promoters -1,False
BPSL2832, Number of predicted promoters -1,True
BPSL2833, Number of predicted promoters -1,False
BPSL2834, Number of predicted promoters -0,False
BPSL2835, Number of predicted promoters -2,False
BPSL2836, Number of predicted promoters -1,False
BPSL2837, Number of predicted promoters -1,False
BPSL2838, Number of predicted promoters -1,False
BPS_RS15235, Number of predicted promoters -1,False
BPSL2839, Number of predicted promoters -0,False
BPSL2840, Number of predicted promoters -1,False
BPSL2841, Number of predicted promoters -1,False
BPSL2842, Number of predicted promoters -0,False
BPSL2843, Number of predicted promoters -1,False
BPSL2844, Number of predicted promoters -2,True
BPSL2845, Number of predicted promoters -1,False
BPSL2846, Number of predicted promoters -1,False
BPSL2847, Number of predicted promoters -1,False
BPSL2848, Number of predicted promoters -1,False
BPSL2849, Number of predicted promoters -1,False
BPSL2850, Number of predicted promoters -0,False
BPSL2851, Number of predicted promoters -0,False
BPSL2852, Number of predicted promoters -0,False
BPSL2853, Number of predicted promoters -0,False
BPSL2854, Number of predicted promoters -0,False
BPSL2855, Number of predicted promoters -1,True
BPSL2856, Number of predicted promoters -1,False
BPSL2857, Number of predicted promoters -1,False
BPSL2858, Number of predicted promoters -2,True
BPSL2859, Number of predicted promoters -0,False
BPSL2860, Number of predicted promoters -0,False
BPSL2861, Number of predicted promoters -2,False
BPSL2862, Number of predicted promoters -1,True
BPSL2863, Number of predicted promoters -0,False
BPSL2864, Number of predicted promoters -0,False
BPSL2865, Number of predicted promoters -0,False
BPS_RS31860, Number of predicted promoters -1,False
BPSL2866, Number of predicted promoters -1,True
BPSL2867, Number of predicted promoters -1,False
BPSL2868, Number of predicted promoters -0,False
BPSL2869, Number of predicted promoters -2,False
